Id,Label,nome,attribute,categoria,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
312c,Ildebrando Pizzetti,Ildebrando Pizzetti,32,Compositore attivo,179,7,0.369478,0.421925,7629.455533,0.316139
313c,Irving Berlin,Irving Berlin,31,Compositore attivo,92,7,0.313433,0.330055,219.34812,0.024398
314c,Isaac Albeniz,Isaac Albeniz,6,Compositore,179,7,0.329805,0.368009,4839.562878,0.102646
315c,Jack Montrose,Jack Montrose,2,Compositore attivo,7,7,0.286732,0.306458,0,0.011875
316c,Jacopo Peri,Jacopo Peri,1,Compositore,179,7,0.297964,0.326559,0,0.039315
317c,Jacques Ibert,Jacques Ibert,7,Compositore attivo,179,7,0.347107,0.393012,12070.85444,0.160305
318c,Jacques Offenbach,Jacques Offenbach,4,Compositore,179,7,0.298424,0.327137,0,0.028311
319c,Jan Langosz,Jan Langosz,28,Compositore attivo,308,2,0.75,0.833333,0,0.000488
320c,Jan Meyerowitz,Jan Meyerowitz,1,Compositore attivo,179,7,0.29326,0.312097,0,0.01781
321c,Janis Medins,Janis Medins,2,Compositore attivo,179,7,0.310661,0.344976,342.209371,0.05982
322c,Jaqueline Perrotin,Jaqueline Perrotin,28,Compositore attivo,68,7,0.286222,0.299832,2967.865337,0.005666
324c,Jaques Offenbach,Jaques Offenbach,1,Compositore,64,7,0.26564,0.277136,0,0.00399
325c,Jean Absil,Jean Absil,1,Compositore attivo,179,7,0.318287,0.34809,0,0.055505
326c,Jean Francaix,Jean Francaix,1,Compositore attivo,179,8,0.297002,0.326202,4.153571,0.027556
327c,Jean Gilbert,Jean Gilbert,2,Compositore,64,8,0.218899,0.227745,0,0.001274
328c,Jean Martinon,Jean Martinon,1,Compositore attivo,179,8,0.239139,0.252949,0,0.002195
329c,Jean Michel Damase,Jean Michel Damase,1,Compositore attivo,179,7,0.316981,0.34895,0,0.057237
330c,Jean Sibelius,Jean Sibelius,4,Compositore,179,7,0.325856,0.363811,18.318052,0.080208
331c,Jean-Adam Guilain,Jean-Adam Guilain,1,Compositore,179,8,0.309367,0.341532,0.25,0.040947
332c,Jean-Baptiste Lully,Jean-Baptiste Lully,7,Compositore,179,7,0.329468,0.369674,2748.796043,0.074077
333c,Jean-Jacques Rosseau,Jean-Jacques Rosseau,1,Compositore,179,8,0.315686,0.349175,0,0.055304
334c,Jean-Marie Leclair,Jean-Marie Leclair,5,Compositore,179,7,0.336761,0.376454,361.1425,0.123909
335c,Jean-Philippe Guinle,Jean-Philippe Guinle,1,Compositore attivo,145,8,0.209317,0.215919,0,0.000934
336c,Jean-Philippe Rameau,Jean-Philippe Rameau,6,Compositore,179,7,0.345308,0.386211,3902.40038,0.136303
337c,Jean-Pierre Riviere,Jean-Pierre Riviere,5,Compositore attivo,179,7,0.289829,0.31273,0,0.026211
338c,Jehan Alain,Jehan Alain,3,Compositore attivo,179,8,0.293528,0.3227,3.361519,0.030162
339c,Jeno Takacs,Jeno Takacs,1,Compositore attivo,179,7,0.326682,0.363339,0,0.071626
340c,Joan Mattheson,Joan Mattheson,1,Compositore,179,7,0.324488,0.352627,0,0.064052
341c,Joaquin Turina,Joaquin Turina,3,Compositore,179,7,0.31247,0.346129,238.220494,0.055247
342c,Johann Christian Bach,Johann Christian Bach,7,Compositore,179,7,0.352877,0.398776,6025.550656,0.169702
343c,Johann Gottfried Walther,Johann Gottfried Walther,1,Compositore,179,8,0.262002,0.281097,0,0.004769
344c,Johann Ludwig Wilhelm M�ller,Johann Ludwig Wilhelm M�ller,1,Compositore,179,8,0.294064,0.32339,0,0.031843
345c,Johann Pachelbel,Johann Pachelbel,1,Compositore,179,8,0.295503,0.325503,0,0.032984
346c,Johann Sebastian Bach,Johann Sebastian Bach,155,Compositore,179,7,0.413174,0.500065,144395.394313,0.832921
347c,Johann Stamitz,Johann Stamitz,1,Compositore,179,8,0.302442,0.329489,0,0.034614
348c,Johann Strauss Junior,Johann Strauss Junior,1,Compositore,179,7,0.307692,0.331573,0,0.03853
349c,Johannes Brahms,Johannes Brahms,86,Compositore,179,6,0.400581,0.467874,58438.287701,0.62057
350c,John Cage,John Cage,1,Compositore attivo,179,7,0.303297,0.328302,0,0.031278
351c,Joseph Bodin de Boismortier,Joseph Bodin de Boismortier,1,Compositore,179,7,0.3023,0.331858,0,0.034
352c,Joseph Haydn,Joseph Haydn,76,Compositore,179,7,0.404862,0.472969,59686.681004,0.651764
353c,Joseph Jongen,Joseph Jongen,1,Compositore,179,8,0.262002,0.281097,0,0.004769
354c,Josephine Baker,Josephine Baker,20,Compositore attivo,68,7,0.246933,0.254194,0,0.00084
355c,Josquin des Pres,Josquin des Pres,2,Compositore,51,8,0.259364,0.281029,3860,0.006772
356c,Juan Cris�stomo de Arriaga,Juan Cris�stomo de Arriaga,2,Compositore,179,8,0.294872,0.322406,12.144009,0.028612
358c,Juan del Enzina,Juan del Enzina,1,Compositore,50,5,0.37037,0.573333,2.333333,0.001061
359c,Jules Massenet,Jules Massenet,5,Compositore,305,0,0,0,0,0
360c,Julius Chajes,Julius Chajes,1,Compositore attivo,160,8,0.257841,0.276774,0,0.004775
361c,Karl Maria von Weber,Karl Maria von Weber,7,Compositore,179,7,0.312621,0.346086,235.980457,0.051701
362c,Karlheinz Stockhausen,Karlheinz Stockhausen,3,Compositore attivo,179,7,0.3023,0.328517,679.972039,0.040632
363c,Karol Szymanowski,Karol Szymanowski,2,Compositore,179,7,0.291183,0.316198,0,0.023676
364c,Katherine Dunham,Katherine Dunham,10,Compositore attivo,306,0,0,0,0,0
365c,Kresimir Baranovic,Kresimir Baranovic,2,Compositore attivo,179,7,0.302584,0.334884,0,0.046466
366c,Kurt Weill,Kurt Weill,111,Compositore,273,6,0.331333,0.351768,25236.528804,0.03678
367c,Laszlo Spezzaferri,Laszlo Spezzaferri,1,Compositore attivo,179,8,0.298563,0.323304,0,0.022883
368c,Lee Holby,Lee Holby,2,Compositore attivo,3,8,0.292772,0.319327,0.142857,0.021732
369c,Lelio Luttazzi,Lelio Luttazzi,101,Compositore attivo,290,7,0.264694,0.286599,11764.304561,0.016625
370c,L�o Delibes,L�o Delibes,4,Compositore,179,7,0.29921,0.328526,0,0.033185
371c,Leo Ferr�,Leo Ferr�,16,Compositore attivo,273,7,0.249097,0.258076,663.541138,0.002622
372c,Leo Silesu,Leo Silesu,1,Compositore,179,7,0.323781,0.351187,0,0.055637
373c,Leon Stein,Leon Stein,1,Compositore attivo,179,7,0.289612,0.312971,0,0.027582
374c,Leonard Bernstein,Leonard Bernstein,2,Compositore attivo,3,8,0.292772,0.319327,0.142857,0.021732
375c,Leonardo Leo,Leonardo Leo,4,Compositore,179,7,0.32707,0.364484,803.068429,0.098037
376c,Leopold Mozart,Leopold Mozart,1,Compositore,179,7,0.316669,0.351262,0,0.059904
377c,Leos Janacek,Leos Janacek,7,Compositore,179,7,0.338888,0.38241,282.831338,0.139997
378c,Lino Liviabella,Lino Liviabella,1,Compositore attivo,179,8,0.290047,0.313759,0,0.023023
379c,Lodovico Grossi da Viadana,Lodovico Grossi da Viadana,1,Compositore,179,8,0.303869,0.331663,0,0.047033
380c,Lorenzo Perosi,Lorenzo Perosi,1,Compositore,307,0,0,0,0,0
381c,Louis De Victoria,Louis De Victoria,12,Compositore,179,8,0.310461,0.343197,0,0.037322
382c,Louis Marchand,Louis Marchand,2,Compositore,179,7,0.317137,0.348283,376.962451,0.061435
383c,Louis Spohr,Louis Spohr,3,Compositore,179,7,0.314504,0.348029,47.170842,0.055377
384c,Louis-Claude Daquin,Louis-Claude Daquin,2,Compositore,179,8,0.293528,0.3227,39.508985,0.029907
385c,Luciano Beretta,Luciano Beretta,28,Compositore attivo,308,2,0.75,0.833333,0,0.000488
386c,Luciano Berio,Luciano Berio,9,Compositore attivo,179,7,0.308626,0.338941,210.215141,0.050321
387c,Luciano Chailly,Luciano Chailly,74,Compositore attivo,68,6,0.385783,0.42186,48809.586474,0.214567
388c,Ludwig Minkus,Ludwig Minkus,2,Compositore,7,7,0.286732,0.306458,0,0.011875
389c,Ludwig van Beethoven,Ludwig van Beethoven,203,Compositore,179,7,0.423777,0.505914,139477.553222,0.872976
390c,Luigi Boccherini,Luigi Boccherini,18,Compositore,179,7,0.380016,0.433506,26979.18379,0.377511
391c,Luigi Cherubini,Luigi Cherubini,16,Compositore,179,7,0.324815,0.362196,609.485678,0.077118
392c,Luigi Dallapiccola,Luigi Dallapiccola,14,Compositore attivo,179,7,0.371396,0.412208,11453.428454,0.225519
393c,Luigi Ferrari Trecate,Luigi Ferrari Trecate,1,Compositore attivo,179,8,0.292461,0.319724,0,0.018208
394c,Luigi Manenti,Luigi Manenti,1,Compositore attivo,12,7,0.302916,0.330239,0,0.024369
395c,Luigi Nono,Luigi Nono,5,Compositore attivo,179,7,0.334314,0.374618,253.261404,0.102765
396c,Luigi Perrachio,Luigi Perrachio,1,Compositore attivo,179,8,0.297872,0.324253,3.83072,0.033298
397c,Luigi Rossi,Luigi Rossi,1,Compositore,179,8,0.29393,0.318455,0,0.020888
399c,Manfred Kelkel,Manfred Kelkel,1,Compositore attivo,179,8,0.299071,0.324839,0,0.027882
400c,Manuel De Falla,Manuel De Falla,27,Compositore,179,7,0.37786,0.428896,10758.693802,0.355642
401c,Manuel Infante,Manuel Infante,1,Compositore,12,7,0.302916,0.330239,0,0.024369
402c,Manuel Ponce,Manuel Ponce,1,Compositore,179,8,0.292683,0.3205,0,0.02044
403c,Marc-Antoine Charpentier,Marc-Antoine Charpentier,1,Compositore,179,8,0.311613,0.345,0.559132,0.052519
404c,Marcel Dupr�,Marcel Dupr�,3,Compositore attivo,179,7,0.305503,0.334598,52.570897,0.043703
405c,Marcello Giombini,Marcello Giombini,1,Compositore attivo,179,8,0.314504,0.347501,0,0.05139
406c,Marchetto Cara,Marchetto Cara,2,Compositore,51,8,0.288962,0.311822,4.188107,0.026936
407c,Marco Antonio Cavazzoni,Marco Antonio Cavazzoni,1,Compositore,179,8,0.294064,0.32339,0,0.031843
408c,Marco Enrico Bossi,Marco Enrico Bossi,7,Compositore,179,7,0.337055,0.376851,2222.23798,0.112739
409c,Marguerite Monnot,Marguerite Monnot,44,Compositore attivo,29,9,0.191344,0.198064,0,0.000881
410c,Maria Italia Biagi,Maria Italia Biagi,3,Compositore attivo,61,9,0.179788,0.185347,0,0.000707
411c,Maria Monti,Maria Monti,19,Compositore attivo,92,7,0.269531,0.28364,83.325299,0.008235
412c,Marie-Alexandre Guenin,Marie-Alexandre Guenin,1,Compositore,179,8,0.274004,0.295048,168.869506,0.011298
413c,Marin Marais,Marin Marais,1,Compositore,179,8,0.306667,0.338909,0,0.05012
414c,Mario Bertolazzi,Mario Bertolazzi,193,Compositore attivo,290,8,0.218157,0.231897,6053.253719,0.005299
415c,Mario Bugamelli,Mario Bugamelli,1,Compositore attivo,179,8,0.288789,0.312003,0,0.018506
416c,Mario Capelli,Mario Capelli,1,Compositore attivo,309,0,0,0,0,0
417c,Mario Castelnuovo Tedesco,Mario Castelnuovo Tedesco,4,Compositore attivo,179,7,0.318129,0.355429,485.11619,0.06235
418c,Mario Enrico Bossi,Mario Enrico Bossi,1,Compositore,51,9,0.217641,0.228344,0,0.001008
419c,Mario Panzeri,Mario Panzeri,1,Compositore attivo,179,7,0.302347,0.318341,78.745258,0.012855
420c,Mario Pasquale Costa,Mario Pasquale Costa,7,Compositore,64,9,0.175493,0.181892,9635,0.002364
421c,Mario Peragallo,Mario Peragallo,3,Compositore attivo,179,7,0.317972,0.342262,1293.730601,0.064679
422c,Mario Zafred,Mario Zafred,6,Compositore attivo,179,7,0.358575,0.398521,756.640252,0.197313
423c,Martinelli,Martinelli,116,Compositore attivo,290,9,0.184951,0.194969,1931.166667,0.003069
424c,Martino Bitti,Martino Bitti,1,Compositore,179,7,0.314556,0.344826,0,0.042165
425c,Matteo da Perugia,Matteo da Perugia,2,Compositore,51,8,0.274627,0.295552,18.716432,0.024678
426c,Maurice Jarre,Maurice Jarre,13,Compositore attivo,270,1,1,1,0,0.000222
427c,Maurice Ravel,Maurice Ravel,86,Compositore,179,6,0.411239,0.466511,94643.748064,0.585914
428c,Mauro Giuliani,Mauro Giuliani,1,Compositore,179,8,0.248074,0.263745,0,0.002532
429c,Max Bruch,Max Bruch,3,Compositore,179,7,0.326904,0.365295,91.261532,0.075483
430c,Max Reger,Max Reger,9,Compositore,179,7,0.338295,0.384779,2521.053798,0.165299
431c,Melchiorre Gioia,Melchiorre Gioia,1,Compositore,273,8,0.276751,0.295914,0,0.01059
432c,Michael Haydn,Michael Haydn,1,Compositore,179,7,0.316669,0.351262,0,0.059904
433c,Michael Pretorius,Michael Pretorius,1,Compositore,51,8,0.259294,0.280511,0,0.006319
434c,Michail Glinka,Michail Glinka,7,Compositore,179,7,0.341162,0.378861,278.464523,0.096224
435c,Michel Damase,Michel Damase,3,Compositore attivo,179,7,0.314146,0.338445,0,0.035743
436c,Michelangelo Grancini,Michelangelo Grancini,3,Compositore,51,7,0.302017,0.328477,250.432007,0.045171
438c,Michele Pesenti,Michele Pesenti,1,Compositore,51,8,0.291052,0.315276,5.347694,0.034763
439c,Miguel L�pez,Miguel L�pez,1,Compositore,179,7,0.302017,0.322576,0,0.029131
440c,Milko Kelemen,Milko Kelemen,1,Compositore attivo,179,7,0.303154,0.329154,0,0.036763
441c,Modest Mussorgskij,Modest Mussorgskij,13,Compositore,179,7,0.357977,0.400885,2033.442906,0.186852
442c,Mordechai Gebirtig,Mordechai Gebirtig,3,Compositore,273,7,0.25153,0.260897,0,0.002427
443c,Muzio Clementi,Muzio Clementi,11,Compositore,179,7,0.352105,0.404603,5167.526173,0.234822
444c,Mykola Lisenko,Mykola Lisenko,1,Compositore,179,8,0.278066,0.298991,0,0.012268
445c,Nanni Svampa,Nanni Svampa,48,Compositore attivo,68,8,0.220573,0.229267,0.2,0.002417
446c,Niccol� Castiglioni,Niccol� Castiglioni,2,Compositore attivo,179,7,0.313636,0.343133,946.729929,0.060904
447c,Niccol� Jommelli,Niccol� Jommelli,1,Compositore,51,8,0.281346,0.301815,0,0.015232
449c,Niccol� Piccinni,Niccol� Piccinni,5,Compositore,310,0,0,0,0,0
450c,Nicola Porpora,Nicola Porpora,2,Compositore,179,7,0.292727,0.319787,684.429908,0.031946
451c,Nicolas de Grigny,Nicolas de Grigny,1,Compositore,179,8,0.309367,0.341532,0.25,0.040947
452c,Nicol� Castiglioni,Nicol� Castiglioni,2,Compositore attivo,179,8,0.249838,0.266147,0,0.00353
453c,Nicol� Corradini,Nicol� Corradini,1,Compositore,179,8,0.304204,0.334699,0,0.038541
448c,Nicol� Paganini,Nicol� Paganini,14,Compositore,179,7,0.358109,0.410232,5589.971987,0.257164
455c,Nicol� Porpora,Nicol� Porpora,1,Compositore,179,8,0.295911,0.323243,0,0.029874
456c,Nikolaj Miaskovsij,Nikolaj Miaskovsij,1,Compositore,179,7,0.311111,0.34336,0,0.045453
458c,Nikolaj Rimsky-Korsakov,Nikolaj Rimsky-Korsakov,8,Compositore,179,7,0.355998,0.395398,888.34759,0.146344
460c,Nino Cattozzo,Nino Cattozzo,1,Compositore,179,8,0.302158,0.329406,21.071887,0.035941
461c,Nino Rota,Nino Rota,18,Compositore attivo,179,7,0.344754,0.38383,10592.398655,0.138079
462c,Nuccio Ambrosino,Nuccio Ambrosino,48,Compositore attivo,68,9,0.180747,0.185234,0,0.000335
463c,Olivier Messiaen,Olivier Messiaen,3,Compositore attivo,179,8,0.294019,0.323994,179.783422,0.034192
464c,Orazio Vecchi,Orazio Vecchi,3,Compositore,51,7,0.305021,0.333144,1209.970182,0.055555
465c,Orlando di Lasso,Orlando di Lasso,3,Compositore,51,8,0.280651,0.303238,606.683193,0.018798
466c,Oscar Straus,Oscar Straus,2,Compositore,64,8,0.219197,0.228608,0,0.001687
467c,Osman Perez Freire,Osman Perez Freire,1,Compositore,51,8,0.248361,0.262323,0,0.002104
468c,Otello Calbi,Otello Calbi,1,Compositore attivo,179,7,0.306861,0.336493,0,0.03239
469c,Ottavio Ziino,Ottavio Ziino,1,Compositore attivo,179,8,0.312016,0.343775,0,0.046937
470c,Ottorino Respighi,Ottorino Respighi,15,Compositore,179,7,0.366743,0.416827,5781.846391,0.284464
471c,Paolino d'Aquileia,Paolino d'Aquileia,1,Compositore,51,8,0.27451,0.294775,0,0.021794
472c,Paolo Tosti,Paolo Tosti,1,Compositore,179,7,0.302347,0.318341,78.745258,0.012855
473c,Pasquale Esposito,Pasquale Esposito,101,Compositore attivo,290,8,0.208662,0.217917,795.482777,0.003238
474c,Pasquale Frustaci,Pasquale Frustaci,95,Compositore attivo,290,9,0.201145,0.210392,196.250749,0.002055
475c,Paul Abraham,Paul Abraham,3,Compositore,64,8,0.206697,0.213434,0,0.0013
476c,Paul Anka,Paul Anka,4,Compositore attivo,50,4,0.454545,0.575,24,0.000743
477c,Paul Arma,Paul Arma,1,Compositore attivo,50,6,0.294118,0.481667,0,0.000807
478c,Paul Creston,Paul Creston,1,Compositore attivo,179,7,0.301075,0.323872,0,0.027586
479c,Paul Dessau,Paul Dessau,66,Compositore attivo,273,7,0.283409,0.300786,2352.646829,0.011446
480c,Paul Dukas,Paul Dukas,7,Compositore,179,7,0.316203,0.342068,3.43164,0.045643
481c,Paul Hindemith,Paul Hindemith,42,Compositore attivo,179,6,0.411151,0.45848,67285.918025,0.4817
482c,Peppino di Capri,Peppino di Capri,3,Compositore attivo,92,8,0.210848,0.218871,0,0.000694
483c,Philipp Emanuel Bach,Philipp Emanuel Bach,2,Compositore,179,8,0.294512,0.322217,194.483929,0.026729
484c,Pier Emilio Bassi,Pier Emilio Bassi,62,Compositore attivo,290,9,0.184933,0.19471,0.166667,0.002857
485c,Pierluigi Palestrina,Pierluigi Palestrina,18,Compositore,51,7,0.330313,0.364691,7202.205491,0.075188
486c,Piero Guarino,Piero Guarino,1,Compositore attivo,179,8,0.297735,0.326323,0.0625,0.030342
487c,Pierre Boulez,Pierre Boulez,3,Compositore attivo,179,7,0.320451,0.353547,498.868545,0.081958
488c,Pierre Dumage,Pierre Dumage,2,Compositore,179,8,0.310262,0.343818,303.722615,0.051159
489c,Pierre Henry,Pierre Henry,2,Compositore attivo,153,1,1,1,0,0.000474
490c,Pierre Mac-Orlan,Pierre Mac-Orlan,1,Compositore attivo,273,7,0.249033,0.257558,0,0.002134
491c,Pietro Adorno,Pietro Adorno,1,Compositore attivo,179,8,0.254378,0.2722,0,0.003264
492c,Pietro Grossi,Pietro Grossi,1,Compositore attivo,179,7,0.274237,0.291612,1.404167,0.009825
493c,Pietro Mascagni,Pietro Mascagni,18,Compositore,179,7,0.299535,0.327976,4663.618753,0.039883
494c,Pietro Nardini,Pietro Nardini,1,Compositore,179,7,0.310811,0.335012,0,0.0329
495c,Piero Umiliani,Piero Umiliani,75,Compositore attivo,68,6,0.31641,0.332902,3523.622515,0.01822
496c,Pyotr Ilyich Tchaikovsky,Pyotr Ilyich Tchaikovsky,49,Compositore,179,7,0.38084,0.429784,8564.208917,0.359776
497c,Quincy Porter,Quincy Porter,1,Compositore attivo,273,7,0.263574,0.277132,0,0.004531
498c,Raffaele Viviani,Raffaele Viviani,50,Compositore,144,7,0.27687,0.296918,13475.166667,0.009817
499c,Raffaello De Banfield,Raffaello De Banfield,2,Compositore attivo,179,7,0.295911,0.31134,0,0.015755
500c,Ralph Benatzky,Ralph Benatzky,21,Compositore,64,8,0.218998,0.228435,128.521257,0.001953
501c,Raoul Ceroni,Raoul Ceroni,119,Compositore attivo,68,8,0.220548,0.229008,0,0.002127
502c,Renato Carosone,Renato Carosone,2,Compositore attivo,92,8,0.199876,0.205313,0,0.000646
503c,Renato Dionisi,Renato Dionisi,3,Compositore attivo,179,7,0.332301,0.364248,821.168053,0.084566
504c,Renato Rascel,Renato Rascel,97,Compositore attivo,92,9,0.16894,0.174916,1931,0.000741
505c,Renzo Bianchi,Renzo Bianchi,18,Compositore attivo,61,8,0.207876,0.214262,0,0.000524
506c,Renzo Bossi,Renzo Bossi,1,Compositore attivo,311,0,0,0,0,0
507c,Reynaldo Hahn,Reynaldo Hahn,1,Compositore,179,7,0.314761,0.345364,0,0.05336
508c,Riccardo Malipiero,Riccardo Malipiero,4,Compositore attivo,179,7,0.331389,0.369009,1857.621488,0.087708
509c,Riccardo Nielsen,Riccardo Nielsen,2,Compositore attivo,179,7,0.313331,0.345976,0,0.044886
510c,Riccardo Vantellini,Riccardo Vantellini,48,Compositore attivo,290,9,0.198215,0.20824,1677.815695,0.002655
511c,Riccardo Zandonai,Riccardo Zandonai,5,Compositore,179,7,0.294962,0.322263,0,0.01843
512c,Ricet Barrier,Ricet Barrier,6,Compositore attivo,228,2,0.8,0.875,3,0.000727
513c,Richard Strauss,Richard Strauss,22,Compositore,179,7,0.369549,0.417275,6595.566422,0.267051
514c,Richard Wagner,Richard Wagner,32,Compositore,179,7,0.354495,0.400712,5015.364874,0.187941
515c,Robert Schumann,Robert Schumann,83,Compositore,179,7,0.39647,0.463695,50376.910462,0.599828
516c,Roberto Caama�o,Roberto Caama�o,2,Compositore attivo,179,7,0.304492,0.331173,0,0.039877
517c,Roberto Hazon,Roberto Hazon,2,Compositore attivo,179,7,0.326076,0.364409,153.929705,0.079839
518c,Roberto Leydi,Roberto Leydi,17,Compositore attivo,273,8,0.247915,0.258299,0,0.002833
519c,Roberto Lupi,Roberto Lupi,2,Compositore attivo,179,8,0.309367,0.3411,84.203921,0.053969
520c,Roger Session,Roger Session,1,Compositore attivo,273,7,0.263574,0.277132,0,0.004531
521c,Roman Vlad,Roman Vlad,91,Compositore attivo,29,7,0.303392,0.328782,29293.993382,0.0375
522c,Roy Harris,Roy Harris,1,Compositore attivo,273,7,0.263574,0.277132,0,0.004531
523c,Ruggero Leoncavallo,Ruggero Leoncavallo,9,Compositore,179,8,0.264803,0.282827,1975.211576,0.004936
524c,Ruggero Maghini,Ruggero Maghini,1,Compositore attivo,160,8,0.257841,0.276774,0,0.004775
525c,Samuel Barber,Samuel Barber,10,Compositore attivo,179,7,0.358575,0.398909,3276.571768,0.175457
526c,Sandor Veress,Sandor Veress,2,Compositore attivo,179,8,0.320027,0.357025,327.094742,0.079611
528c,Sandro Fuga,Sandro Fuga,3,Compositore attivo,179,7,0.335184,0.374065,29.384484,0.0961
529c,Santino Garsi da Parma,Santino Garsi da Parma,8,Compositore,179,7,0.30735,0.337793,104.435624,0.045927
530c,Serge Gainsbourg,Serge Gainsbourg,6,Compositore attivo,228,3,0.571429,0.708333,0,0.000504
531c,Sergej Prokofiev,Sergej Prokofiev,61,Compositore,179,7,0.384172,0.442267,22718.773312,0.501498
532c,Sergej Rachmaninoff,Sergej Rachmaninoff,7,Compositore,179,6,0.353717,0.38888,1741.876396,0.155361
533c,Sergio Bruni,Sergio Bruni,5,Compositore attivo,64,10,0.149351,0.153699,0,0.001493
534c,Sergio Endrigo,Sergio Endrigo,4,Compositore attivo,92,7,0.284704,0.310098,9622.506982,0.025378
535c,Sergio Liberovici,Sergio Liberovici,14,Compositore attivo,51,8,0.269156,0.287598,1936.067853,0.009277
536c,Silvan Birga,Silvan Birga,48,Compositore attivo,68,8,0.220573,0.229267,0.2,0.002417
537c,Stepjan Sulek,Stepjan Sulek,1,Compositore attivo,179,7,0.307301,0.337022,965,0.043151
538c,Sylvius Leopold Weiss,Sylvius Leopold Weiss,1,Compositore,179,8,0.292949,0.321363,0.350145,0.023604
